Scheduled Arrival Time,minutes_early,line_ref,direction_ref,stop_point_ref,time,late bin,line_encoded,direction_encoded,stop_encoded,time_encoded,late_class
2019-07-25 22:28:01-07:00,-2.3833333333333333,14,Outbound,15836,22.5,0-5 min late,0,1,350,225,3
2019-07-25 22:28:43-07:00,-1.7833333333333334,14,Inbound,15586,22.5,0-5 min late,0,0,256,225,3
2019-07-25 22:33:37-07:00,3.0833333333333335,38,Inbound,14291,22.6,ontime or early,2,0,93,226,4
2019-07-25 22:31:59-07:00,1.45,38,Inbound,14281,22.5,ontime or early,2,0,85,225,4
2019-07-25 22:27:32-07:00,-3.0,N,Outbound,15198,22.4,0-5 min late,5,1,159,224,3
2019-07-25 22:30:43-07:00,0.13333333333333333,M,Inbound,16265,22.5,ontime or early,4,0,381,225,4
2019-07-25 22:31:00-07:00,0.38333333333333336,7,Inbound,15642,22.5,ontime or early,3,0,294,225,4
2019-07-25 22:33:28-07:00,2.816666666666667,N,Outbound,16994,22.6,ontime or early,5,1,427,226,4
2019-07-25 22:27:00-07:00,-3.6666666666666665,7,Outbound,15309,22.4,0-5 min late,3,1,200,224,3
2019-07-25 22:31:28-07:00,0.7833333333333333,M,Outbound,17125,22.5,ontime or early,4,1,437,225,4
2019-07-25 22:30:02-07:00,-0.6833333333333333,N,Inbound,15120,22.5,0-5 min late,5,0,149,225,3
2019-07-25 22:29:35-07:00,-1.15,7,Outbound,14952,22.5,0-5 min late,3,1,137,225,3
2019-07-25 22:21:49-07:00,-8.933333333333334,N,Outbound,16997,22.4,5-10 min late,5,1,430,224,2
2019-07-25 22:31:00-07:00,0.18333333333333332,N,Inbound,15212,22.5,ontime or early,5,0,173,225,4
2019-07-25 22:31:00-07:00,-0.16666666666666666,M,Inbound,16740,22.5,0-5 min late,4,0,422,225,3
2019-07-25 22:26:56-07:00,-4.416666666666667,M,Outbound,13716,22.4,0-5 min late,4,1,32,224,3
2019-07-25 22:31:42-07:00,0.26666666666666666,M,Inbound,16257,22.5,ontime or early,4,0,378,225,4
2019-07-25 22:39:00-07:00,-0.9833333333333333,14,Outbound,15545,22.6,0-5 min late,0,1,227,226,3
2019-07-25 22:32:28-07:00,-7.516666666666667,M,Outbound,16994,22.5,5-10 min late,4,1,427,225,2
2019-07-25 22:40:53-07:00,0.8666666666666667,7,Inbound,15327,22.7,ontime or early,3,0,205,227,4
2019-07-25 22:34:37-07:00,-5.433333333333334,14,Outbound,15558,22.6,5-10 min late,0,1,236,226,2
2019-07-25 22:39:06-07:00,-0.9666666666666667,7,Outbound,14719,22.6,0-5 min late,3,1,112,226,3
2019-07-25 22:40:12-07:00,0.1,14,Inbound,15582,22.7,ontime or early,0,0,252,227,4
2019-07-25 22:42:41-07:00,2.5833333333333335,38,Inbound,16425,22.7,ontime or early,2,0,385,227,4
2019-07-25 22:23:32-07:00,-16.583333333333332,14,Inbound,15533,22.4,10-20 min late,0,0,215,224,1
2019-07-25 22:42:52-07:00,2.7333333333333334,38,Outbound,14289,22.7,ontime or early,2,1,91,227,4
2019-07-25 22:34:36-07:00,-5.533333333333333,38,Outbound,14269,22.6,5-10 min late,2,1,75,226,2
2019-07-25 22:42:00-07:00,1.8333333333333333,38,Inbound,15817,22.7,ontime or early,2,0,346,227,4
2019-07-25 22:38:24-07:00,-1.8,7,Outbound,15759,22.6,0-5 min late,3,1,337,226,3
2019-07-25 22:38:37-07:00,-1.6,38,Outbound,14300,22.6,0-5 min late,2,1,99,226,3
2019-07-25 22:40:55-07:00,0.65,14,Inbound,15567,22.7,ontime or early,0,0,241,227,4
2019-07-25 22:36:47-07:00,-3.6166666666666667,M,Inbound,16172,22.6,0-5 min late,4,0,368,226,3
2019-07-25 22:28:32-07:00,-11.883333333333333,14,Outbound,15626,22.5,10-20 min late,0,1,288,225,1
2019-07-25 22:40:36-07:00,0.11666666666666667,N,Inbound,14506,22.7,ontime or early,5,0,107,227,4
2019-07-25 22:37:29-07:00,-3.0,N,Outbound,15213,22.6,0-5 min late,5,1,174,226,3
2019-07-25 22:41:31-07:00,0.9666666666666667,7,Inbound,15303,22.7,ontime or early,3,0,195,227,4
2019-07-25 22:39:07-07:00,-1.45,38,Inbound,14283,22.6,0-5 min late,2,0,87,226,3
2019-07-25 22:42:06-07:00,1.5166666666666666,N,Inbound,15194,22.7,ontime or early,5,0,155,227,4
2019-07-25 22:41:09-07:00,0.5166666666666667,M,Inbound,15727,22.7,ontime or early,4,0,318,227,4
2019-07-25 22:41:00-07:00,0.3333333333333333,N,Outbound,17859,22.7,ontime or early,5,1,454,227,4
2019-07-25 22:39:56-07:00,-0.8166666666666667,7,Outbound,14714,22.6,0-5 min late,3,1,110,226,3
2019-07-25 22:41:04-07:00,0.18333333333333332,N,Outbound,14447,22.7,ontime or early,5,1,105,227,4
2019-07-25 22:41:40-07:00,0.5833333333333334,M,Outbound,13376,22.7,ontime or early,4,1,4,227,4
2019-07-25 22:37:35-07:00,-3.566666666666667,M,Inbound,13385,22.6,0-5 min late,4,0,5,226,3
2019-07-25 22:42:16-07:00,1.0166666666666666,7,Inbound,15301,22.7,ontime or early,3,0,193,227,4
2019-07-25 22:33:57-07:00,-7.466666666666667,M,Outbound,16995,22.6,5-10 min late,4,1,428,226,2
2019-07-25 22:42:59-07:00,0.9666666666666667,N,Inbound,13212,22.7,ontime or early,5,0,1,227,4
2019-07-25 22:49:42-07:00,-0.25,14,Inbound,15546,22.8,0-5 min late,0,0,228,228,3
2019-07-25 22:53:00-07:00,3.05,38,Outbound,14278,22.9,ontime or early,2,1,82,229,4
2019-07-25 22:49:41-07:00,-0.26666666666666666,38,Outbound,14301,22.8,0-5 min late,2,1,100,228,3
2019-07-25 22:52:00-07:00,2.033333333333333,N,Inbound,14509,22.9,ontime or early,5,0,108,229,4
2019-07-25 22:44:42-07:00,-5.3,14,Outbound,15614,22.7,5-10 min late,0,1,279,227,2
2019-07-25 22:50:00-07:00,0.0,7,Inbound,14958,22.8,0-5 min late,3,0,142,228,3
2019-07-25 22:52:13-07:00,2.2,38,Inbound,14765,22.9,ontime or early,2,0,124,229,4
2019-07-25 22:49:42-07:00,-0.31666666666666665,7,Inbound,15752,22.8,0-5 min late,3,0,330,228,3
2019-07-25 22:46:58-07:00,-3.066666666666667,14,Inbound,15531,22.8,0-5 min late,0,0,213,228,3
2019-07-25 22:49:23-07:00,-0.6666666666666666,M,Outbound,16259,22.8,0-5 min late,4,1,379,228,3
2019-07-25 22:49:35-07:00,-0.48333333333333334,7,Outbound,14952,22.8,0-5 min late,3,1,137,228,3
2019-07-25 22:51:00-07:00,0.9166666666666666,38,Outbound,14768,22.8,ontime or early,2,1,127,228,4
2019-07-25 22:50:15-07:00,0.05,38,Inbound,14260,22.8,ontime or early,2,0,66,228,4
2019-07-25 22:47:00-07:00,-3.25,N,Outbound,17217,22.8,0-5 min late,5,1,441,228,3
2019-07-25 22:53:40-07:00,3.4,38,Inbound,14266,22.9,ontime or early,2,0,72,229,4
2019-07-25 22:46:42-07:00,-3.6333333333333333,M,Inbound,16225,22.8,0-5 min late,4,0,376,228,3
2019-07-25 22:37:13-07:00,-13.266666666666667,14,Outbound,15590,22.6,10-20 min late,0,1,259,226,1
2019-07-25 22:50:05-07:00,-0.4166666666666667,N,Outbound,15118,22.8,0-5 min late,5,1,147,228,3
2019-07-25 22:50:43-07:00,0.13333333333333333,M,Inbound,16265,22.8,ontime or early,4,0,381,228,4
2019-07-25 22:43:56-07:00,-6.683333333333334,14,Inbound,15693,22.7,5-10 min late,0,0,313,227,2
2019-07-25 22:50:00-07:00,-0.65,7,Inbound,15642,22.8,0-5 min late,3,0,294,228,3
2019-07-25 22:51:32-07:00,0.8833333333333333,7,Outbound,15741,22.8,ontime or early,3,1,322,228,4
2019-07-25 22:47:00-07:00,-3.7666666666666666,M,Inbound,17109,22.8,0-5 min late,4,0,435,228,3
2019-07-25 22:50:19-07:00,-0.48333333333333334,M,Outbound,16266,22.8,0-5 min late,4,1,382,228,3
2019-07-25 22:50:54-07:00,0.1,N,Inbound,15204,22.8,ontime or early,5,0,165,228,4
2019-07-25 22:48:53-07:00,-2.033333333333333,14,Outbound,15540,22.8,0-5 min late,0,1,222,228,3
2019-07-25 22:39:35-07:00,-11.566666666666666,N,Outbound,15193,22.6,10-20 min late,5,1,154,226,1
2019-07-25 22:51:21-07:00,-0.25,M,Outbound,16268,22.8,0-5 min late,4,1,383,228,3
2019-07-25 22:55:00-07:00,3.1166666666666667,N,Inbound,14448,22.9,ontime or early,5,0,106,229,4
2019-07-25 22:58:49-07:00,-1.1833333333333333,N,Inbound,15122,23.0,0-5 min late,5,0,151,230,3
2019-07-25 23:03:05-07:00,3.066666666666667,38,Outbound,14769,23.0,ontime or early,2,1,128,230,4
2019-07-25 22:53:00-07:00,-7.016666666666667,N,Outbound,16996,22.9,5-10 min late,5,1,429,229,2
2019-07-25 22:57:46-07:00,-2.2666666666666666,14,Outbound,15580,23.0,0-5 min late,0,1,251,230,3
2019-07-25 23:00:13-07:00,0.16666666666666666,14,Inbound,15575,23.0,ontime or early,0,0,247,230,4
2019-07-25 22:58:06-07:00,-1.95,38,Outbound,14257,23.0,0-5 min late,2,1,63,230,3
2019-07-25 22:58:37-07:00,-1.5166666666666666,14,Outbound,15558,23.0,0-5 min late,0,1,236,230,3
2019-07-25 22:59:53-07:00,-0.25,7,Inbound,15327,23.0,0-5 min late,3,0,205,230,3
2019-07-25 23:04:10-07:00,3.95,38,Inbound,14763,23.1,ontime or early,2,0,122,231,4
2019-07-25 23:01:01-07:00,0.7333333333333333,N,Outbound,15203,23.0,ontime or early,5,1,164,230,4
2019-07-25 22:56:00-07:00,-4.3,14,Outbound,15602,22.9,0-5 min late,0,1,271,229,3
2019-07-25 22:57:00-07:00,-3.3333333333333335,M,Inbound,15728,23.0,0-5 min late,4,0,319,230,3
2019-07-25 22:59:56-07:00,-0.5833333333333334,N,Inbound,15214,23.0,0-5 min late,5,0,175,230,3
2019-07-25 22:59:56-07:00,-0.6,7,Outbound,14714,23.0,0-5 min late,3,1,110,230,3
2019-07-25 23:00:31-07:00,-0.15,7,Inbound,15303,23.0,0-5 min late,3,0,195,230,3
2019-07-25 23:01:00-07:00,0.3333333333333333,7,Inbound,15692,23.0,ontime or early,3,0,312,230,4
2019-07-25 22:52:21-07:00,-8.316666666666666,M,Outbound,16223,22.9,5-10 min late,4,1,374,229,2
2019-07-25 23:00:37-07:00,-0.08333333333333333,14,Inbound,17841,23.0,0-5 min late,0,0,452,230,3
2019-07-25 23:01:40-07:00,0.95,38,Inbound,14266,23.0,ontime or early,2,0,72,230,4
2019-07-25 22:49:04-07:00,-11.666666666666666,N,Outbound,15209,22.8,10-20 min late,5,1,170,228,1
2019-07-25 22:59:36-07:00,-1.1833333333333333,7,Outbound,15695,23.0,0-5 min late,3,1,315,230,3
2019-07-25 23:00:07-07:00,-0.7333333333333333,14,Inbound,17299,23.0,0-5 min late,0,0,445,230,3
2019-07-25 23:01:00-07:00,0.11666666666666667,M,Inbound,17065,23.0,ontime or early,4,0,433,230,4
2019-07-25 23:00:00-07:00,-0.9666666666666667,M,Outbound,16991,23.0,0-5 min late,4,1,424,230,3
2019-07-25 23:00:02-07:00,-1.05,N,Inbound,15120,23.0,0-5 min late,5,0,149,230,3
2019-07-25 22:52:45-07:00,-8.483333333333333,M,Outbound,16219,22.9,5-10 min late,4,1,372,229,2
2019-07-25 23:01:23-07:00,-0.43333333333333335,7,Outbound,15296,23.0,0-5 min late,3,1,188,230,3
2019-07-25 22:58:07-07:00,-3.816666666666667,M,Inbound,15726,23.0,0-5 min late,4,0,317,230,3
2019-07-25 23:10:58-07:00,0.95,7,Outbound,13447,23.2,ontime or early,3,1,21,232,4
2019-07-25 23:14:41-07:00,4.633333333333334,38,Inbound,16425,23.2,ontime or early,2,0,385,232,4
2019-07-25 23:08:13-07:00,-1.85,14,Inbound,15585,23.1,0-5 min late,0,0,255,231,3
2019-07-25 23:09:00-07:00,-1.0666666666666667,38,Outbound,14755,23.2,0-5 min late,2,1,115,232,3
2019-07-25 23:01:38-07:00,-8.466666666666667,M,Outbound,16173,23.0,5-10 min late,4,1,369,230,2
2019-07-25 23:10:28-07:00,0.35,14,Inbound,15583,23.2,ontime or early,0,0,253,232,4
2019-07-25 23:08:41-07:00,-1.5166666666666666,14,Inbound,15531,23.1,0-5 min late,0,0,213,231,3
2019-07-25 23:09:46-07:00,-0.43333333333333335,M,Inbound,17111,23.2,0-5 min late,4,0,436,232,3
2019-07-25 23:09:00-07:00,-1.25,38,Inbound,15641,23.2,0-5 min late,2,0,293,232,3
2019-07-25 23:12:00-07:00,1.7333333333333334,38,Outbound,14295,23.2,ontime or early,2,1,97,232,4
2019-07-25 23:07:37-07:00,-2.6666666666666665,38,Outbound,14273,23.1,0-5 min late,2,1,79,231,3
2019-07-25 23:06:00-07:00,-4.283333333333333,M,Inbound,16992,23.1,0-5 min late,4,0,425,231,3
2019-07-25 23:10:12-07:00,-0.1,38,Inbound,14764,23.2,0-5 min late,2,0,123,232,3
2019-07-25 23:10:46-07:00,0.43333333333333335,7,Inbound,15641,23.2,ontime or early,3,0,293,232,4
2019-07-25 23:08:48-07:00,-1.5666666666666667,M,Inbound,16898,23.1,0-5 min late,4,0,423,231,3
2019-07-25 23:09:28-07:00,-1.0166666666666666,M,Outbound,17125,23.2,0-5 min late,4,1,437,232,3
2019-07-25 23:08:42-07:00,-1.8166666666666667,14,Outbound,15614,23.1,0-5 min late,0,1,279,231,3
2019-07-25 23:08:00-07:00,-2.533333333333333,14,Outbound,15602,23.1,0-5 min late,0,1,271,231,3
2019-07-25 23:09:00-07:00,-1.6,7,Inbound,15765,23.2,0-5 min late,3,0,342,232,3
2019-07-25 23:10:55-07:00,0.31666666666666665,7,Inbound,14943,23.2,ontime or early,3,0,132,232,4
2019-07-25 23:04:00-07:00,-6.716666666666667,N,Outbound,13912,23.1,5-10 min late,5,1,47,231,2
2019-07-25 23:11:32-07:00,0.7833333333333333,7,Outbound,15741,23.2,ontime or early,3,1,322,232,4
2019-07-25 23:10:00-07:00,-0.75,N,Inbound,14448,23.2,0-5 min late,5,0,106,232,3
2019-07-25 23:03:33-07:00,-7.3,14,Outbound,15528,23.0,5-10 min late,0,1,210,230,2
2019-07-25 23:12:06-07:00,0.7166666666666667,N,Inbound,15194,23.2,ontime or early,5,0,155,232,4
2019-07-25 23:02:52-07:00,-8.6,M,Outbound,16175,23.0,5-10 min late,4,1,371,230,2
2019-07-25 23:16:00-07:00,4.233333333333333,N,Inbound,15239,23.3,ontime or early,5,0,185,233,4
2019-07-25 23:05:05-07:00,-6.766666666666667,N,Outbound,15118,23.1,5-10 min late,5,1,147,231,2
2019-07-25 23:15:01-07:00,-4.933333333333334,14,Inbound,15541,23.2,0-5 min late,0,0,223,232,3
2019-07-25 23:21:59-07:00,1.95,38,Inbound,14281,23.4,ontime or early,2,0,85,234,4
2019-07-25 23:20:00-07:00,-0.08333333333333333,14,Outbound,15602,23.3,0-5 min late,0,1,271,233,3
2019-07-25 23:19:37-07:00,-0.4666666666666667,38,Outbound,15689,23.3,0-5 min late,2,1,311,233,3
2019-07-25 23:23:25-07:00,3.3,38,Inbound,15810,23.4,ontime or early,2,0,343,234,4
2019-07-25 23:19:00-07:00,-1.1166666666666667,N,Inbound,16992,23.3,0-5 min late,5,0,425,233,3
2019-07-25 23:17:54-07:00,-2.2333333333333334,38,Outbound,14280,23.3,0-5 min late,2,1,84,233,3
2019-07-25 23:20:19-07:00,0.16666666666666666,7,Inbound,15303,23.3,ontime or early,3,0,195,233,4
2019-07-25 23:10:37-07:00,-9.55,38,Outbound,14300,23.2,5-10 min late,2,1,99,232,2
2019-07-25 23:18:36-07:00,-1.6166666666666667,7,Outbound,14718,23.3,0-5 min late,3,1,111,233,3
2019-07-25 23:19:00-07:00,-1.2333333333333334,N,Outbound,17217,23.3,0-5 min late,5,1,441,233,3
2019-07-25 23:10:37-07:00,-9.783333333333333,14,Outbound,15558,23.2,5-10 min late,0,1,236,232,2
2019-07-25 23:19:53-07:00,-0.55,N,Inbound,15206,23.3,0-5 min late,5,0,167,233,3
2019-07-25 23:14:56-07:00,-5.6,M,Inbound,13717,23.2,5-10 min late,4,0,33,232,2
2019-07-25 23:20:00-07:00,-0.6,14,Inbound,15551,23.3,0-5 min late,0,0,231,233,3
2019-07-25 23:23:10-07:00,2.566666666666667,38,Inbound,14258,23.4,ontime or early,2,0,64,234,4
2019-07-25 23:20:13-07:00,-0.4166666666666667,14,Inbound,15585,23.3,0-5 min late,0,0,255,233,3
2019-07-25 23:19:06-07:00,-1.5666666666666667,7,Outbound,14719,23.3,0-5 min late,3,1,112,233,3
2019-07-25 23:19:00-07:00,-1.7833333333333334,N,Outbound,13912,23.3,0-5 min late,5,1,47,233,3
2019-07-25 23:21:00-07:00,0.15,7,Inbound,15301,23.4,ontime or early,3,0,193,234,4
2019-07-25 23:20:37-07:00,-0.25,14,Outbound,15627,23.3,0-5 min late,0,1,289,233,3
2019-07-25 23:23:48-07:00,2.7333333333333334,N,Inbound,17318,23.4,ontime or early,5,0,447,234,4
2019-07-25 23:20:26-07:00,-0.6666666666666666,7,Outbound,15656,23.3,0-5 min late,3,1,302,233,3
2019-07-25 23:21:37-07:00,0.45,7,Inbound,15652,23.4,ontime or early,3,0,300,234,4
2019-07-25 23:15:21-07:00,-5.883333333333334,N,Outbound,15202,23.2,5-10 min late,5,1,163,232,2
2019-07-25 23:15:42-07:00,-5.8,M,Inbound,16174,23.2,5-10 min late,4,0,370,232,2
2019-07-25 23:18:07-07:00,-3.3833333333333333,M,Inbound,15726,23.3,0-5 min late,4,0,317,233,3
2019-07-25 23:18:52-07:00,-3.033333333333333,M,Outbound,16998,23.3,0-5 min late,4,1,431,233,3
2019-07-25 23:20:00-07:00,-3.533333333333333,M,Outbound,16991,23.3,0-5 min late,4,1,424,233,3
2019-07-25 22:51:00-07:00,-33.38333333333333,M,Outbound,17217,22.8,more than 20 min late,4,1,441,228,0
2019-07-25 23:30:00-07:00,0.06666666666666667,14,Inbound,15535,23.5,ontime or early,0,0,217,235,4
2019-07-25 23:27:29-07:00,-2.5,38,Outbound,14303,23.4,0-5 min late,2,1,102,234,3
2019-07-25 23:21:09-07:00,-8.833333333333334,M,Inbound,15727,23.4,5-10 min late,4,0,318,234,2
2019-07-25 23:21:09-07:00,-8.833333333333334,M,Inbound,15727,23.4,5-10 min late,4,0,318,234,2
2019-07-25 23:21:50-07:00,-8.183333333333334,38,Outbound,14293,23.4,5-10 min late,2,1,95,234,2
2019-07-25 23:29:01-07:00,-1.0166666666666666,7,Outbound,13443,23.5,0-5 min late,3,1,17,235,3
2019-07-25 23:27:23-07:00,-2.75,M,Outbound,16259,23.4,0-5 min late,4,1,379,234,3
2019-07-25 23:27:23-07:00,-2.75,M,Outbound,16259,23.4,0-5 min late,4,1,379,234,3
2019-07-25 23:14:58-07:00,-15.233333333333333,14,Inbound,15615,23.2,10-20 min late,0,0,280,232,1
2019-07-25 23:25:06-07:00,-5.1,M,Inbound,16220,23.4,5-10 min late,4,0,373,234,2
2019-07-25 23:32:31-07:00,2.3,N,Inbound,15731,23.5,ontime or early,5,0,321,235,4
2019-07-25 23:29:41-07:00,-0.55,38,Outbound,14301,23.5,0-5 min late,2,1,100,235,3
2019-07-25 23:30:33-07:00,0.31666666666666665,7,Inbound,15748,23.5,ontime or early,3,0,328,235,4
2019-07-25 23:30:37-07:00,0.31666666666666665,14,Outbound,15548,23.5,ontime or early,0,1,230,235,4
2019-07-25 23:18:00-07:00,-12.333333333333334,14,Outbound,15572,23.3,10-20 min late,0,1,244,233,1
2019-07-25 23:22:37-07:00,-7.733333333333333,14,Outbound,15558,23.4,5-10 min late,0,1,236,234,2
2019-07-25 23:29:44-07:00,-0.6666666666666666,7,Inbound,14943,23.5,0-5 min late,3,0,132,235,3
2019-07-25 23:33:10-07:00,2.683333333333333,38,Inbound,14258,23.6,ontime or early,2,0,64,236,4
2019-07-25 23:31:29-07:00,0.9166666666666666,38,Inbound,14294,23.5,ontime or early,2,0,96,235,4
2019-07-25 23:31:01-07:00,0.43333333333333335,N,Inbound,15208,23.5,ontime or early,5,0,169,235,4
2019-07-25 23:29:40-07:00,-0.95,7,Outbound,13444,23.5,0-5 min late,3,1,18,235,3
2019-07-25 23:30:02-07:00,-0.6,N,Inbound,15120,23.5,0-5 min late,5,0,149,235,3
2019-07-25 23:34:14-07:00,3.4166666666666665,38,Inbound,17301,23.6,ontime or early,2,0,446,236,4
2019-07-25 23:28:19-07:00,-2.566666666666667,M,Outbound,16266,23.5,0-5 min late,4,1,382,235,3
2019-07-25 23:31:07-07:00,0.18333333333333332,7,Inbound,15746,23.5,ontime or early,3,0,326,235,4
2019-07-25 23:30:21-07:00,-0.9333333333333333,N,Outbound,15202,23.5,0-5 min late,5,1,163,235,3
2019-07-25 23:29:14-07:00,-2.2333333333333334,N,Outbound,17252,23.5,0-5 min late,5,1,444,235,3
2019-07-25 23:46:48-07:00,6.75,38,Outbound,14271,23.8,ontime or early,2,1,77,238,4
2019-07-25 23:41:36-07:00,1.45,7,Inbound,15299,23.7,ontime or early,3,0,191,237,4
2019-07-25 23:37:21-07:00,-2.8333333333333335,38,Outbound,14760,23.6,0-5 min late,2,1,119,236,3
2019-07-25 23:41:52-07:00,1.65,38,Inbound,14761,23.7,ontime or early,2,0,120,237,4
2019-07-25 23:42:05-07:00,1.85,N,Inbound,15201,23.7,ontime or early,5,0,162,237,4
2019-07-25 23:40:57-07:00,0.5333333333333333,7,Outbound,15300,23.7,ontime or early,3,1,192,237,4
2019-07-25 23:39:06-07:00,-1.3666666666666667,38,Outbound,14766,23.6,0-5 min late,2,1,125,236,3
2019-07-25 23:32:09-07:00,-8.35,14,Outbound,15597,23.5,5-10 min late,0,1,266,235,2
2019-07-25 23:35:42-07:00,-4.866666666666666,M,Inbound,16174,23.6,0-5 min late,4,0,370,236,3
2019-07-25 23:39:25-07:00,-1.2,7,Inbound,15652,23.6,0-5 min late,3,0,300,236,3
2019-07-25 23:43:22-07:00,2.75,N,Inbound,15234,23.7,ontime or early,5,0,183,237,4
2019-07-25 23:43:22-07:00,2.75,N,Inbound,15234,23.7,ontime or early,5,0,183,237,4
2019-07-25 23:37:00-07:00,-3.65,M,Outbound,13358,23.6,0-5 min late,4,1,2,236,3
2019-07-25 23:42:10-07:00,1.5,14,Outbound,15529,23.7,ontime or early,0,1,211,237,4
2019-07-25 23:40:12-07:00,-0.5166666666666667,14,Inbound,15582,23.7,0-5 min late,0,0,252,237,3
2019-07-25 23:33:57-07:00,-6.766666666666667,M,Outbound,16995,23.6,5-10 min late,4,1,428,236,2
2019-07-25 23:42:11-07:00,1.4166666666666667,7,Inbound,15297,23.7,ontime or early,3,0,189,237,4
2019-07-25 23:44:00-07:00,3.183333333333333,38,Inbound,14279,23.7,ontime or early,2,0,83,237,4
2019-07-25 23:25:55-07:00,-14.916666666666666,14,Inbound,15567,23.4,10-20 min late,0,0,241,234,1
2019-07-25 23:26:54-07:00,-13.966666666666667,14,Outbound,15616,23.4,10-20 min late,0,1,281,234,1
2019-07-25 23:39:23-07:00,-1.5333333333333334,N,Outbound,15121,23.6,0-5 min late,5,1,150,236,3
2019-07-25 23:40:28-07:00,-0.48333333333333334,N,Outbound,16994,23.7,0-5 min late,5,1,427,237,3
2019-07-25 23:41:32-07:00,0.5333333333333333,7,Outbound,15302,23.7,ontime or early,3,1,194,237,4
2019-07-25 23:38:17-07:00,-2.783333333333333,38,Inbound,15813,23.6,0-5 min late,2,0,344,236,3
2019-07-25 23:40:26-07:00,-0.6666666666666666,7,Outbound,15656,23.7,0-5 min late,3,1,302,237,3
2019-07-25 23:40:00-07:00,-1.1333333333333333,N,Outbound,17219,23.7,0-5 min late,5,1,442,237,3
2019-07-25 23:40:55-07:00,-0.7666666666666667,14,Inbound,15586,23.7,0-5 min late,0,0,256,237,3
2019-07-25 23:36:47-07:00,-5.083333333333333,M,Inbound,16172,23.6,5-10 min late,4,0,368,236,2
2019-07-25 23:32:39-07:00,-9.833333333333334,M,Inbound,15730,23.5,5-10 min late,4,0,320,235,2
2019-07-25 23:35:49-07:00,-6.816666666666666,M,Outbound,16997,23.6,5-10 min late,4,1,430,236,2
2019-07-25 23:47:05-07:00,-2.95,7,Inbound,15758,23.8,0-5 min late,3,0,336,238,3
2019-07-25 23:52:11-07:00,2.15,7,Outbound,15751,23.9,ontime or early,3,1,329,239,4
2019-07-25 23:52:00-07:00,1.95,14,Outbound,15545,23.9,ontime or early,0,1,227,239,4
2019-07-25 23:50:00-07:00,-0.05,38,Outbound,14757,23.8,0-5 min late,2,1,117,238,3
2019-07-25 23:50:32-07:00,0.43333333333333335,38,Inbound,17301,23.8,ontime or early,2,0,446,238,4
2019-07-25 23:38:07-07:00,-11.983333333333333,M,Inbound,15726,23.6,10-20 min late,4,0,317,236,1
2019-07-25 23:51:00-07:00,0.8333333333333334,38,Outbound,14295,23.8,ontime or early,2,1,97,238,4
2019-07-25 23:41:51-07:00,-8.35,38,Outbound,14280,23.7,5-10 min late,2,1,84,237,2
2019-07-25 23:48:01-07:00,-2.183333333333333,N,Outbound,15203,23.8,0-5 min late,5,1,164,238,3
2019-07-25 23:46:42-07:00,-3.6333333333333333,M,Inbound,16225,23.8,0-5 min late,4,0,376,238,3
2019-07-25 23:49:13-07:00,-1.15,14,Outbound,15590,23.8,0-5 min late,0,1,259,238,3
2019-07-25 23:26:58-07:00,-23.45,14,Inbound,15615,23.4,more than 20 min late,0,0,280,234,0
2019-07-25 23:49:56-07:00,-0.48333333333333334,N,Inbound,15214,23.8,0-5 min late,5,0,175,238,3
2019-07-25 23:52:12-07:00,1.75,14,Inbound,15582,23.9,ontime or early,0,0,252,239,4
2019-07-25 23:34:10-07:00,-16.283333333333335,14,Outbound,15619,23.6,10-20 min late,0,1,282,236,1
2019-07-25 23:47:23-07:00,-3.0833333333333335,M,Outbound,16259,23.8,0-5 min late,4,1,379,238,3
2019-07-25 23:53:00-07:00,2.45,38,Inbound,14279,23.9,ontime or early,2,0,83,239,4
2019-07-25 23:54:49-07:00,4.233333333333333,38,Inbound,14288,23.9,ontime or early,2,0,90,239,4
2019-07-25 23:50:43-07:00,0.13333333333333333,M,Inbound,16265,23.8,ontime or early,4,0,381,238,4
2019-07-25 23:47:39-07:00,-2.95,7,Inbound,15756,23.8,0-5 min late,3,0,334,238,3
2019-07-25 23:53:30-07:00,2.75,7,Inbound,14953,23.9,ontime or early,3,0,138,239,4
2019-07-25 23:53:00-07:00,2.2,7,Outbound,15764,23.9,ontime or early,3,1,341,239,4
2019-07-25 23:52:00-07:00,1.15,N,Inbound,14448,23.9,ontime or early,5,0,106,239,4
2019-07-25 23:51:00-07:00,0.1,14,Inbound,15565,23.8,ontime or early,0,0,239,238,4
2019-07-25 23:53:02-07:00,2.0166666666666666,N,Inbound,13915,23.9,ontime or early,5,0,50,239,4
2019-07-25 23:49:02-07:00,-2.1,N,Outbound,15205,23.8,0-5 min late,5,1,166,238,3
2019-07-25 23:48:19-07:00,-2.8833333333333333,M,Outbound,16266,23.8,0-5 min late,4,1,382,238,3
2019-07-25 23:45:49-07:00,-5.7,M,Outbound,16993,23.8,5-10 min late,4,1,426,238,2
2019-07-26 00:02:00-07:00,1.9833333333333334,14,Outbound,15566,0.0,ontime or early,0,1,240,0,4
2019-07-25 23:55:37-07:00,-4.4,38,Outbound,14273,23.9,0-5 min late,2,1,79,239,3
2019-07-26 00:02:00-07:00,1.9333333333333333,38,Inbound,17954,0.0,ontime or early,2,0,457,0,4
2019-07-26 00:01:00-07:00,0.8666666666666667,38,Outbound,14295,0.0,ontime or early,2,1,97,0,4
